UID,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100
600,34,4,500,43,318,927,1,9,1,168,103,3,559,31,2,79,3,43,26,1,2,4,34,4,2,1,3,1,1,2,32,154,11,27,58,22,13,26,129,1,173,2,24,74,4,493,2,3,211,2,50,3,39,271,4,295,3,6,2,4,2,52,2,24,53,4,9,1,1,18,12,2,10,1,7,3,2,5,4,60,1,9,5,35,2,5,56,3,2,1,4,3,3,22,32,3,2,2,1,6
601,15,3,934,6,383,347,1,4,2,239,32,4,686,17,2,14,1,26,31,1,2,2,50,4,1,2,2,5,1,1,45,44,2,30,84,25,12,36,23,1,43,11,33,78,3,598,5,3,169,1,340,1,239,55,3,125,1,27,45,1,1,44,4,57,28,12,2,2,2,41,1,2,54,2,64,1,3,1,2,38,4,5,9,39,1,4,33,4,16,2,4,10,45,36,13,4,3,5,6,4
602,27,2,882,22,393,1182,3,8,2,136,145,5,708,181,3,149,2,31,10,1,2,3,32,2,3,3,2,3,1,5,10,56,6,2,55,22,18,14,28,1,4,12,32,58,3,854,3,2,274,2,128,3,400,333,1,117,5,10,9,1,2,41,1,46,24,3,46,3,3,57,42,3,24,3,5,6,2,4,1,63,2,29,8,43,4,4,37,1,58,2,2,7,18,6,45,4,3,5,1,8
603,9,3,200,35,10,590,1,15,1,130,187,3,831,68,5,75,2,18,26,2,1,1,32,3,1,2,3,4,1,2,4,138,9,29,89,10,4,9,10,1,40,3,27,37,1,344,4,3,15,2,295,3,124,25,3,85,5,45,50,5,1,28,1,42,36,39,4,1,1,45,17,2,32,2,45,3,4,4,2,25,3,22,7,24,1,2,23,1,52,3,2,10,43,32,28,4,3,5,7,5
604,18,2,1160,22,239,784,2,34,1,262,157,2,1819,34,3,179,2,5,1,1,5,1,25,5,3,2,3,5,1,5,49,151,10,11,80,5,11,33,107,1,206,11,7,103,1,721,5,2,259,1,56,3,439,140,5,89,3,28,4,3,1,28,3,29,27,7,41,6,2,21,14,4,13,2,35,4,1,1,3,12,2,19,8,38,2,5,41,4,8,3,4,3,6,35,44,2,5,5,7,4
605,34,4,699,28,259,1126,2,44,2,141,186,4,1065,224,5,83,2,9,31,3,5,2,39,1,1,2,2,3,1,1,47,58,8,25,98,7,3,11,95,1,165,12,33,9,4,172,5,2,130,3,114,3,235,181,5,218,6,17,25,2,2,47,4,38,6,10,39,6,2,39,27,2,34,3,4,3,4,4,4,47,6,12,3,35,4,4,23,1,9,2,3,9,34,10,8,3,2,3,1,2
606,21,5,255,39,334,1282,2,3,1,72,216,4,1146,176,4,335,1,30,24,2,5,4,47,5,1,3,3,5,1,5,18,83,8,21,39,24,11,3,109,1,28,12,14,23,3,582,6,2,106,3,403,3,242,78,1,311,2,13,35,4,1,36,2,38,44,19,47,5,1,4,11,2,4,1,13,5,2,4,3,22,4,36,8,28,3,1,54,2,15,5,1,3,37,24,22,4,2,5,3,9
607,33,3,836,35,341,1222,3,16,2,163,81,1,282,50,3,58,2,25,7,3,2,2,1,3,2,3,3,5,1,1,27,145,1,21,57,10,13,22,16,1,202,12,13,12,1,691,3,2,124,1,288,3,46,109,5,144,3,14,1,4,2,38,3,18,43,42,36,3,1,54,17,1,4,3,53,3,3,5,2,53,4,17,1,12,2,4,33,2,49,1,3,10,32,43,25,3,1,4,9,5
608,23,2,1098,40,246,1201,1,1,2,344,128,3,1228,51,4,154,3,36,9,1,1,2,13,2,1,3,2,5,1,2,37,111,3,5,45,15,1,20,215,1,130,7,25,87,1,761,10,1,161,3,93,3,194,270,4,107,1,28,37,2,4,32,1,4,53,34,32,2,1,24,18,2,3,3,18,2,4,4,3,58,1,41,2,8,2,3,18,3,43,1,3,9,18,24,32,1,3,2,2,9
609,34,3,770,13,193,1011,3,41,1,66,189,1,328,112,2,298,2,44,32,3,3,2,9,5,3,2,2,1,1,5,28,39,1,33,16,26,23,9,74,1,66,9,7,64,3,833,5,2,80,2,30,1,118,276,5,82,5,4,18,1,3,2,2,22,16,17,54,4,4,31,4,1,27,1,38,4,3,5,4,23,2,43,9,36,2,4,5,4,26,6,3,6,42,11,10,3,2,1,10,5
610,29,5,1100,15,203,1295,2,5,2,169,158,3,1459,135,2,328,2,27,31,3,4,1,24,5,1,1,1,4,1,2,12,35,8,14,75,31,2,11,155,1,48,12,26,93,2,862,3,1,386,1,213,1,14,251,2,108,6,44,59,2,3,54,2,39,39,29,41,4,1,34,5,2,29,2,37,2,3,3,2,24,3,38,1,3,4,4,15,5,54,4,2,2,31,14,41,4,1,5,7,7
611,33,1,181,15,258,738,2,29,1,41,14,4,1088,60,4,73,3,33,20,3,3,3,39,1,1,1,3,1,1,3,18,129,11,14,26,14,21,41,67,1,232,2,25,76,2,860,1,2,377,3,93,1,316,306,1,271,4,31,24,4,1,13,3,26,56,45,48,5,2,23,7,1,48,2,32,5,2,3,1,61,6,29,9,25,1,5,3,5,12,3,3,4,36,37,18,1,3,3,2,8
612,26,5,845,44,20,539,1,10,2,140,33,5,412,41,5,67,1,42,21,1,4,4,38,5,3,3,3,3,1,1,41,138,8,8,9,9,12,35,20,1,57,12,22,35,4,522,6,3,254,2,10,2,7,217,5,26,6,21,29,2,2,40,2,4,22,34,50,4,2,64,19,4,22,4,34,4,3,5,4,10,3,37,3,14,4,5,56,3,26,5,3,4,33,9,34,3,2,3,8,7
613,24,2,925,33,164,425,1,11,1,68,147,2,1656,112,2,150,2,13,16,1,3,1,32,1,3,2,2,3,1,4,46,120,7,10,20,4,11,9,135,1,102,12,13,21,1,130,7,2,27,2,237,2,402,322,5,94,5,3,43,1,4,47,1,10,28,14,17,3,2,57,21,3,30,3,33,3,4,5,2,11,6,20,3,32,4,3,60,2,11,4,1,10,15,17,28,2,3,1,8,1
614,31,1,1088,37,84,444,3,9,2,217,114,4,1577,15,5,120,2,38,18,1,3,1,20,4,2,2,3,2,1,3,7,133,9,19,11,18,3,34,79,1,123,2,5,65,4,393,8,3,365,1,1,2,221,216,6,267,5,39,63,1,4,48,1,23,9,21,42,1,3,55,17,2,16,2,17,4,2,4,2,28,2,35,4,41,1,2,28,3,32,1,4,1,2,33,9,1,3,3,5,9
615,5,3,230,13,347,197,3,42,2,203,6,3,550,170,4,344,3,28,10,3,3,3,14,3,1,1,1,2,1,1,37,20,11,28,25,18,18,28,28,1,110,2,8,113,3,582,8,1,77,2,108,1,127,243,5,82,6,35,2,3,4,6,1,9,39,29,41,3,2,26,12,4,4,4,53,1,4,3,4,55,1,14,1,3,3,1,43,1,12,4,2,7,15,12,26,2,4,1,9,5
616,30,3,1080,4,74,971,3,11,2,17,49,5,982,214,3,57,2,25,11,1,3,3,34,1,1,2,2,5,1,4,25,83,4,18,58,1,9,1,183,1,83,9,17,99,4,172,7,2,317,3,439,2,394,22,5,31,2,37,49,5,1,6,4,3,13,28,38,2,1,38,20,4,46,3,34,2,4,4,3,33,1,34,10,8,2,5,53,3,47,1,4,5,7,12,24,4,5,1,9,2
617,11,1,486,40,355,1133,3,22,1,218,74,4,1626,185,2,13,3,10,29,2,5,3,48,5,1,1,3,5,1,5,14,52,12,26,71,39,1,25,140,1,74,6,25,33,4,475,7,1,386,1,333,2,267,329,6,5,2,24,29,5,1,46,3,26,3,35,30,5,4,9,28,4,49,3,63,1,1,4,3,22,2,44,1,5,3,1,57,4,56,5,1,6,38,42,38,3,4,3,6,3
618,22,1,218,31,210,234,3,42,1,237,202,2,188,84,5,197,2,21,20,3,1,4,39,5,3,1,3,5,1,3,40,62,5,15,53,23,22,29,216,1,138,11,34,32,4,800,6,1,101,2,268,3,418,259,6,107,1,6,8,4,1,47,1,27,6,8,52,2,4,22,10,4,23,1,16,6,1,4,4,17,5,16,2,15,3,4,35,4,54,2,3,1,3,20,32,4,2,4,10,10
619,30,1,1063,30,354,289,1,37,2,149,199,3,862,115,2,119,3,43,28,2,3,1,40,4,3,1,3,1,1,5,42,128,1,4,72,9,23,1,84,1,85,9,9,66,3,308,4,3,182,2,226,3,279,240,5,278,6,11,62,4,2,6,2,14,7,45,6,4,1,62,18,3,26,3,13,3,3,6,4,4,3,28,3,20,2,5,42,2,7,6,4,6,9,12,12,4,5,4,1,1
620,31,4,987,36,75,881,3,1,2,149,13,5,1911,82,5,113,3,38,33,2,5,1,8,5,3,2,1,1,1,4,42,67,6,31,14,30,16,23,185,1,190,9,11,113,4,1223,6,2,249,2,300,1,260,83,4,265,3,45,42,4,1,18,3,29,50,37,11,5,4,41,7,2,19,1,11,3,1,5,4,4,2,31,1,40,2,5,39,4,44,4,1,1,16,3,23,4,4,3,3,9
621,31,1,1199,5,260,143,2,11,1,183,91,4,1113,77,2,100,3,29,30,2,1,2,34,4,1,3,3,1,1,4,26,82,2,13,33,36,12,26,32,1,161,10,24,49,1,538,6,1,333,3,100,3,231,241,5,241,2,8,44,1,3,2,1,17,52,20,38,6,3,18,12,4,6,2,41,5,4,2,4,49,5,32,8,11,4,2,6,1,9,3,3,4,23,21,37,1,5,1,9,6
622,1,3,322,18,29,1058,2,17,2,201,186,2,2263,17,5,124,2,35,18,1,2,2,28,1,1,3,2,1,1,1,37,22,11,17,122,17,6,23,59,1,172,3,17,114,4,256,6,2,326,2,92,2,282,172,3,330,5,29,54,4,4,37,4,30,54,30,40,2,4,4,9,1,5,2,3,4,4,1,1,15,5,22,4,42,1,3,43,5,32,4,2,9,10,39,7,1,5,3,8,3
623,15,5,282,43,105,858,2,42,2,27,10,3,319,5,3,114,3,43,34,3,2,4,46,3,3,2,1,5,1,5,2,177,8,26,57,9,9,17,161,1,64,2,29,29,3,10,10,3,255,3,237,1,152,116,1,289,5,22,51,5,3,17,2,27,10,45,51,5,3,58,6,3,13,2,45,4,4,5,1,53,5,37,4,2,4,4,31,4,42,2,2,2,40,28,38,3,5,4,1,8
624,16,3,1030,33,86,852,3,27,2,214,120,1,63,92,5,315,2,26,16,2,5,4,4,5,1,2,2,1,1,5,37,207,10,9,33,40,17,41,227,1,222,5,23,121,3,778,2,2,364,3,225,1,141,313,1,280,2,11,32,3,1,43,2,39,8,27,53,5,4,10,11,2,41,4,25,1,3,2,1,17,6,35,5,30,3,2,41,4,64,1,2,3,18,17,31,1,1,3,3,9
625,18,1,1171,28,306,613,1,32,2,186,86,3,1518,78,2,327,1,22,9,1,2,1,4,3,3,1,1,2,1,2,25,209,7,28,47,3,3,37,32,1,96,10,23,36,4,744,1,3,86,3,330,3,253,167,1,261,5,8,20,3,2,28,1,39,51,10,51,4,4,53,4,4,20,3,59,3,1,1,2,58,3,33,5,29,4,3,22,1,8,1,4,10,18,42,26,2,3,5,10,10
626,4,4,28,2,407,143,2,24,2,128,32,3,1773,126,2,91,1,15,2,3,4,4,1,1,2,1,2,3,1,5,48,191,5,33,113,28,22,41,146,1,36,7,24,101,2,1219,9,2,208,2,123,1,327,124,2,11,5,4,7,1,1,31,3,10,41,20,21,6,3,45,12,4,12,2,31,3,3,6,2,56,5,2,1,14,4,5,43,1,55,4,1,9,41,34,43,1,1,4,1,1
627,26,3,788,12,207,1286,3,35,2,147,117,3,1755,40,2,284,3,34,25,3,3,3,4,3,1,3,1,3,1,4,50,204,11,7,53,1,3,16,90,1,85,3,3,111,1,1139,10,2,239,2,259,3,9,172,6,336,2,22,28,5,2,9,3,45,49,26,47,6,1,65,26,4,28,4,49,3,1,3,1,33,4,22,1,42,2,5,28,1,32,3,1,6,40,27,32,4,5,3,10,2
628,14,4,968,40,368,899,1,17,2,265,126,5,1187,159,1,259,3,26,17,3,1,2,2,5,2,3,3,3,1,5,27,46,4,32,106,34,2,31,168,1,103,4,15,120,3,513,7,2,410,2,446,1,277,75,3,188,5,14,59,1,2,47,2,19,36,31,29,5,3,49,40,1,35,3,40,1,4,6,3,21,1,29,1,10,3,1,27,4,38,4,2,8,10,8,3,4,2,2,6,7
629,27,2,138,17,132,1225,1,33,2,89,215,5,1832,124,4,110,3,30,34,1,4,4,48,2,2,3,1,1,1,1,21,131,7,14,91,34,13,41,219,1,4,1,29,110,2,643,5,1,214,1,253,1,155,33,2,168,3,34,12,3,2,2,4,43,31,18,2,2,2,65,13,2,2,4,35,4,4,5,1,44,6,23,5,42,4,1,62,1,55,4,1,2,41,12,8,2,3,3,3,2
630,11,1,725,6,126,1140,2,27,2,234,136,1,459,231,5,211,2,15,15,2,4,3,19,3,3,2,3,2,1,1,38,83,5,20,84,33,19,3,14,1,26,4,34,101,3,651,7,2,141,1,343,2,324,42,3,71,6,44,17,4,2,31,3,56,31,27,24,3,1,13,38,4,42,2,32,5,1,4,2,32,4,45,7,4,2,5,10,3,60,5,1,8,24,17,3,4,1,2,10,2
631,20,1,785,49,296,1195,2,25,1,218,171,5,205,41,4,344,1,9,23,2,3,2,6,5,3,1,3,4,1,5,31,111,1,14,76,7,13,30,130,1,37,6,28,113,3,901,3,3,63,2,125,1,102,49,2,48,2,37,30,3,2,36,3,63,12,44,48,5,4,30,30,1,2,1,60,1,1,4,2,39,5,28,6,40,2,1,61,3,62,4,2,3,5,26,43,3,3,1,1,1
632,22,4,203,23,84,592,3,5,2,269,22,3,2035,134,5,4,1,28,33,3,5,3,43,3,1,1,2,1,1,2,6,161,2,10,64,4,14,3,131,1,21,11,16,87,2,1051,6,3,329,2,436,2,383,246,4,188,1,33,3,1,4,39,2,53,8,18,50,4,2,48,40,2,10,2,63,6,2,6,1,24,5,38,2,9,4,2,14,1,45,2,4,8,8,13,3,2,5,2,4,9
633,21,2,323,35,389,860,1,34,1,269,5,1,1850,17,5,109,1,17,21,2,2,3,26,4,2,3,3,3,1,1,36,86,9,10,102,27,17,22,62,1,118,5,10,9,1,998,5,2,452,3,358,2,367,48,2,4,4,24,20,3,3,12,4,50,13,24,15,5,3,33,12,2,51,1,57,3,3,5,2,16,4,36,2,14,3,3,10,1,12,2,3,6,9,11,20,1,3,1,4,6
634,7,2,592,3,79,506,2,9,2,160,210,2,1498,183,4,95,3,18,9,3,2,3,35,1,1,1,2,5,1,5,27,83,7,14,98,8,20,29,211,1,85,11,16,97,1,683,5,3,54,3,261,3,374,322,2,19,1,25,15,2,2,28,4,43,27,43,50,5,1,57,15,4,30,1,30,6,2,3,3,25,6,42,10,13,1,1,20,1,45,5,4,10,22,13,5,2,2,2,10,1
635,2,1,289,51,283,403,3,36,1,264,17,2,281,96,1,314,3,24,18,1,1,1,30,5,2,3,1,4,1,4,19,32,4,33,13,31,2,36,145,1,115,7,29,123,2,805,4,3,316,2,17,3,273,172,1,220,2,43,13,1,1,52,2,21,23,11,37,4,1,37,7,1,26,1,51,2,2,2,3,60,4,6,10,35,1,5,33,2,44,5,3,6,29,38,22,3,5,3,8,2
636,11,3,205,36,181,262,1,25,1,334,80,4,734,140,4,11,1,5,16,3,5,4,50,2,3,2,3,1,1,4,34,183,3,3,44,29,4,3,18,1,159,5,26,12,1,497,4,1,221,2,211,2,265,130,3,325,4,29,19,2,2,51,2,32,9,43,45,4,1,35,8,3,15,2,6,2,4,5,1,63,3,11,8,24,2,2,17,3,29,6,2,1,20,13,20,4,2,3,5,9
637,3,3,940,37,345,276,3,16,2,113,229,5,756,75,3,196,1,19,14,3,3,4,40,4,1,2,2,3,1,3,32,67,8,8,32,21,23,23,227,1,26,6,16,50,1,147,6,3,53,1,262,1,96,234,5,40,4,9,43,1,2,35,2,8,51,27,18,2,3,54,6,2,2,2,23,1,3,4,3,16,5,41,10,33,3,5,30,5,5,5,3,5,16,33,32,2,1,4,10,1
638,26,3,859,32,252,352,2,26,2,41,88,5,1412,200,3,263,3,30,32,2,4,1,7,5,1,3,3,4,1,3,40,135,8,22,111,41,10,23,36,1,69,10,10,40,3,1126,7,2,443,2,387,1,252,74,4,345,4,1,45,2,1,8,2,14,53,41,20,6,2,16,11,4,49,2,24,6,3,1,4,11,1,5,6,2,2,3,61,1,41,4,3,8,39,25,24,2,3,2,2,8
639,32,4,266,23,381,1249,1,13,1,73,192,4,670,65,4,250,2,2,18,2,5,4,14,5,3,1,1,5,1,3,45,226,6,21,82,41,13,29,48,1,17,3,14,104,2,561,7,3,436,2,139,1,269,148,6,229,4,11,41,4,4,14,4,20,22,11,16,3,3,3,42,3,38,1,32,6,4,5,1,6,1,31,9,33,4,5,50,5,22,5,3,8,4,32,33,3,2,5,1,4
640,9,3,1198,10,311,1342,2,2,2,115,115,5,2079,91,3,298,2,28,29,2,4,3,37,1,3,1,2,3,1,3,8,179,5,25,4,17,17,4,137,1,95,12,7,60,3,51,9,1,317,1,383,2,281,95,1,274,5,2,40,2,3,2,4,13,24,23,23,4,3,61,27,2,51,1,45,1,4,1,4,11,6,27,9,34,1,3,41,3,19,5,3,6,29,27,18,2,4,4,8,6
641,5,1,47,19,272,1050,3,12,1,187,31,2,1778,187,2,205,2,31,32,3,2,3,45,2,1,3,1,5,1,1,22,68,4,24,64,16,9,4,139,1,55,12,28,41,3,746,4,2,304,1,298,1,375,185,6,12,4,33,21,1,4,23,1,56,41,19,42,3,2,5,19,1,19,1,34,4,3,4,2,12,5,3,3,20,4,1,29,4,50,3,2,3,30,8,39,1,3,4,7,8
642,3,2,164,25,309,395,3,15,1,298,153,1,863,81,5,109,2,26,24,2,4,4,27,5,2,3,2,2,1,2,1,142,11,34,52,36,14,23,146,1,14,11,15,13,2,879,4,3,273,1,429,1,402,112,6,130,5,28,50,4,1,14,2,58,30,11,14,6,3,39,46,4,10,4,19,4,1,4,4,62,4,2,5,39,2,2,44,5,37,2,2,10,4,3,27,3,2,1,1,2
643,4,5,651,34,218,612,2,10,1,188,33,2,1105,234,3,150,3,30,4,2,1,2,32,2,1,3,1,5,1,4,48,185,1,6,102,33,23,5,36,1,71,10,23,78,1,967,5,3,46,1,230,1,28,268,6,181,3,29,30,1,1,38,1,13,50,22,35,3,1,45,22,4,15,4,18,6,3,1,1,57,1,39,1,9,2,4,22,4,1,4,4,3,8,34,38,4,1,4,7,2
644,12,3,276,4,185,231,1,36,2,292,180,2,209,55,2,41,2,22,14,1,3,2,37,2,3,2,2,1,1,4,44,14,11,6,7,19,11,19,127,1,173,9,30,20,1,408,6,3,347,2,300,1,186,305,1,23,1,25,24,4,1,15,4,6,27,8,49,5,4,13,22,1,3,2,39,6,3,4,1,17,5,34,6,43,4,2,30,2,26,2,3,5,42,26,11,2,4,1,4,6
645,3,5,986,17,77,603,2,1,2,325,81,5,530,181,3,171,1,13,31,1,2,4,33,3,3,3,1,3,1,2,17,41,9,24,1,39,2,33,214,1,158,1,2,62,1,284,9,3,197,2,269,2,322,228,5,289,1,31,31,4,2,1,4,1,34,34,39,1,3,24,15,2,27,4,7,6,4,2,4,57,3,28,9,39,3,3,47,3,6,1,4,10,13,19,29,1,3,3,2,7
646,24,1,643,48,384,1314,2,21,2,122,187,3,1693,30,3,169,1,20,4,1,4,3,15,2,2,3,3,5,1,1,12,219,12,13,77,26,1,37,57,1,190,12,3,49,1,1144,8,3,90,2,237,1,193,226,4,6,3,4,11,3,4,23,3,49,45,22,26,2,2,47,27,3,56,1,39,5,4,1,4,2,6,7,7,9,2,3,13,2,27,1,4,6,7,22,9,4,2,4,4,3
647,33,4,1128,2,105,597,2,40,1,134,109,1,740,141,2,315,2,34,30,3,2,1,39,1,2,3,1,5,1,4,41,213,11,28,47,10,6,6,126,1,16,4,22,56,1,1126,4,3,40,3,199,3,226,258,3,301,4,11,6,3,4,1,2,13,56,27,24,2,1,61,39,4,15,3,41,6,2,4,2,28,2,15,2,29,3,3,53,5,5,2,1,1,10,36,18,4,4,5,9,10
648,15,3,617,3,16,28,1,38,2,303,1,2,128,218,1,109,3,12,1,2,4,1,25,1,3,2,1,4,1,3,20,168,7,24,87,19,4,9,226,1,16,8,26,88,2,971,3,1,120,2,451,3,114,287,6,278,3,9,37,1,1,39,2,25,4,15,28,4,4,17,11,2,2,2,2,6,1,4,4,22,4,18,9,15,4,1,57,2,63,4,1,7,4,2,14,2,2,3,8,4
649,29,2,334,3,90,232,1,39,2,29,109,5,624,150,5,246,1,26,33,3,1,4,2,3,2,2,2,4,1,5,2,102,6,25,43,2,16,23,40,1,102,11,13,49,3,595,6,3,349,1,319,3,390,281,6,197,4,34,29,2,1,51,3,38,43,18,11,2,2,31,39,1,38,2,18,6,2,3,4,45,1,33,8,13,1,5,5,1,43,2,2,7,35,18,5,1,3,5,3,6
650,23,5,347,7,257,1219,1,20,1,35,210,1,1810,29,3,286,1,14,20,1,1,3,50,5,2,2,3,3,1,2,5,107,3,3,89,39,11,18,174,1,222,9,18,22,4,383,10,3,180,2,107,2,143,152,1,179,5,31,43,1,1,19,4,61,46,6,26,3,2,5,45,1,43,2,32,1,1,4,2,9,4,19,5,25,1,5,12,1,1,5,1,9,43,12,6,1,2,1,9,10
651,3,3,195,35,119,1231,3,24,2,205,117,2,2203,14,3,111,3,11,14,2,2,2,49,3,2,1,2,2,1,3,5,158,11,9,74,12,20,38,63,1,154,3,21,16,1,1078,1,2,394,3,236,1,179,154,2,282,6,8,46,5,1,21,4,8,43,9,10,3,3,54,3,4,52,2,25,2,4,3,1,53,1,37,7,16,2,5,9,5,31,3,2,6,14,15,5,3,3,4,8,2
652,31,1,204,22,114,640,1,3,1,158,180,1,736,223,2,189,2,34,1,2,2,3,6,5,3,1,3,3,1,1,51,194,11,18,27,8,10,9,133,1,155,10,21,86,2,389,5,2,20,3,44,2,382,143,5,129,5,38,37,3,2,23,4,21,5,20,39,1,2,8,24,1,19,4,34,3,4,3,1,21,2,1,10,7,1,1,25,4,47,1,3,10,5,22,6,2,2,5,6,9
653,16,2,334,38,200,615,3,23,2,48,68,4,837,6,3,256,2,24,34,1,3,4,20,3,3,2,2,1,1,2,25,29,12,20,11,33,5,13,107,1,183,2,22,94,3,400,7,3,117,1,351,1,112,344,4,4,2,20,21,5,1,17,2,6,13,44,42,4,2,14,17,1,26,3,35,4,3,1,4,45,5,27,3,38,2,4,7,2,30,5,2,1,42,28,44,2,3,3,5,1
654,29,2,420,51,92,681,3,4,1,289,179,3,1939,130,5,306,3,25,35,2,3,3,30,5,3,2,1,3,1,2,5,84,12,17,68,29,5,3,91,1,196,3,24,15,4,1228,4,3,196,1,158,1,219,302,6,331,6,30,50,1,4,54,2,39,20,5,50,4,1,9,26,2,39,2,64,6,1,2,4,30,3,7,6,43,2,4,43,1,52,1,2,7,32,43,22,2,3,5,9,6
655,15,1,344,36,191,18,2,14,1,119,7,4,2241,137,3,223,1,29,35,1,3,1,34,3,2,3,1,1,1,4,18,20,5,14,96,24,9,3,42,1,54,10,9,56,2,285,7,3,259,1,405,2,130,284,6,276,3,26,35,1,3,12,4,13,9,16,27,5,3,51,6,1,34,4,5,6,3,2,1,63,1,41,5,15,2,4,14,4,6,6,4,4,7,43,17,4,1,3,9,6
656,26,2,477,30,97,806,2,13,1,204,147,3,404,41,1,213,1,18,31,1,4,3,9,3,1,2,2,2,1,1,29,170,2,27,37,16,3,12,109,1,142,5,27,123,4,980,3,1,47,3,255,2,174,128,3,61,5,11,3,4,3,55,1,11,35,6,3,4,2,22,18,1,45,2,48,3,1,3,4,37,1,8,3,16,1,4,26,3,43,3,1,1,33,42,2,2,2,4,7,9
657,3,4,826,16,263,1114,2,44,1,332,176,4,2174,14,3,335,1,9,35,2,4,2,28,5,1,2,2,2,1,2,19,60,12,11,37,34,16,41,153,1,93,1,2,60,1,328,7,3,179,3,392,3,169,295,3,181,6,36,17,5,4,13,2,64,54,43,36,5,1,43,26,4,40,2,46,3,3,6,3,9,1,21,8,22,3,4,29,5,30,2,3,6,34,35,14,2,1,3,10,5
658,2,4,984,40,224,20,3,21,1,279,220,3,986,90,4,214,1,10,9,1,4,3,44,1,1,1,3,3,1,3,45,92,1,4,108,4,15,26,137,1,205,4,5,14,3,781,5,2,455,1,445,3,188,44,3,78,6,10,21,3,2,34,1,59,49,43,54,6,3,52,33,1,28,2,25,1,3,1,2,60,2,27,4,15,1,3,29,4,47,4,4,2,9,40,22,4,3,5,7,8
659,6,1,1106,23,33,1057,3,44,1,149,139,3,865,184,2,175,1,6,18,3,2,1,32,2,2,3,2,1,1,4,2,146,10,11,79,23,13,14,66,1,233,8,19,12,3,795,7,2,159,3,286,3,326,91,1,46,3,25,61,4,4,16,1,47,54,38,33,2,1,48,6,2,33,1,60,5,2,1,2,62,4,31,2,4,2,1,55,3,54,4,2,8,39,30,29,1,2,4,10,3
660,3,3,325,42,376,402,3,39,2,331,216,4,1258,183,1,222,1,29,11,1,4,1,34,3,3,1,1,5,1,2,9,27,3,31,49,19,21,41,140,1,64,7,27,94,3,420,9,2,80,2,167,2,195,98,3,250,1,9,32,2,1,10,4,28,6,11,34,1,4,48,7,4,11,1,31,1,3,6,3,41,2,9,6,16,2,4,4,2,59,6,4,4,22,25,24,3,3,4,1,9
661,5,5,215,49,321,301,1,35,2,32,104,4,1228,137,4,203,2,16,27,3,4,3,28,4,3,3,3,4,1,4,47,129,9,5,75,29,13,5,226,1,132,10,26,97,2,511,7,2,51,1,280,1,217,247,5,230,1,6,40,5,4,4,1,42,26,28,16,1,2,60,28,1,56,4,14,5,4,5,3,47,5,15,10,41,2,3,20,2,19,6,3,3,8,6,25,4,2,3,2,10
662,31,2,1192,49,172,1148,1,1,2,110,14,5,1370,175,5,145,2,38,18,1,4,4,48,4,2,2,3,2,1,4,28,18,1,7,74,24,10,21,193,1,48,6,23,10,2,1115,6,2,283,3,398,2,292,34,1,195,6,34,4,5,2,16,3,16,12,14,35,6,2,61,4,3,40,1,29,3,3,3,4,51,1,15,2,5,4,1,37,3,33,3,1,1,23,37,44,3,5,5,9,6
663,20,4,817,2,105,865,3,22,1,43,118,1,1414,108,4,161,1,33,5,2,2,3,4,2,2,2,3,1,1,1,23,224,7,33,94,3,17,30,159,1,173,2,14,58,2,143,5,2,358,3,134,1,89,271,1,103,1,21,7,3,1,35,3,3,12,38,37,2,2,56,12,1,39,3,21,2,3,3,2,24,6,21,4,31,1,5,58,1,8,6,2,2,24,14,22,2,1,1,2,2
664,26,1,858,46,310,247,1,13,2,157,19,3,1464,212,5,182,2,20,29,1,1,4,12,2,1,2,1,2,1,3,26,192,7,10,29,25,6,10,102,1,151,1,2,61,2,728,5,1,393,1,52,1,199,47,2,200,4,36,24,4,1,5,2,58,31,5,14,6,2,52,42,1,18,4,21,1,3,2,4,47,4,29,4,40,4,1,47,1,59,6,3,6,10,6,36,4,3,1,6,7
665,23,4,1060,36,376,1041,1,35,2,227,26,1,550,100,4,22,2,28,13,2,1,3,17,1,2,2,2,1,1,1,1,91,12,21,65,35,16,27,117,1,51,10,11,120,3,375,5,1,217,2,306,1,266,2,5,107,2,1,22,2,2,38,4,38,23,11,54,1,3,23,2,2,10,1,48,1,3,3,1,55,1,8,1,38,1,1,44,5,6,3,2,7,2,19,32,2,2,5,4,7
